IdNotaFiscal: 2, TESTE-P2            TESTE-P3            TESTE-P4            ,TESTE-P2            , TESTE-P3            , TESTE-P4            
IdNotaFiscal: 23, 95137598985014984999531,9513759, 89850149, 84999531
IdNotaFiscal: 23, 95137598985014984981149,9513759, 89850149, 84981149
IdNotaFiscal: 23, 95137598985014984465082,9513759, 89850149, 84465082
IdNotaFiscal: 23, 95137598985014984465002,9513759, 89850149, 84465002
IdNotaFiscal: 23, 95137598985014984435858,9513759, 89850149, 84435858
IdNotaFiscal: 23, 95137598985014984283691,9513759, 89850149, 84283691
IdNotaFiscal: 23, 95137598871140087802834,9513759, 88711400, 87802834
IdNotaFiscal: 23, 95137598871140087317695,9513759, 88711400, 87317695
IdNotaFiscal: 23, 95137598871140087037972,9513759, 88711400, 87037972
IdNotaFiscal: 23, 95137598871140086545652,9513759, 88711400, 86545652
IdNotaFiscal: 23, 95137598871140084999763,9513759, 88711400, 84999763
IdNotaFiscal: 23, 95137598871140084999531,9513759, 88711400, 84999531
IdNotaFiscal: 23, 95137598871140084981149,9513759, 88711400, 84981149
IdNotaFiscal: 23, 95137598871140084465082,9513759, 88711400, 84465082
IdNotaFiscal: 23, 95137598871140084465002,9513759, 88711400, 84465002
IdNotaFiscal: 23, 95137598871140084435858,9513759, 88711400, 84435858
IdNotaFiscal: 23, 95137598871140084283691,9513759, 88711400, 84283691
IdNotaFiscal: 23, 95137598780283487317695,9513759, 87802834, 87317695
IdNotaFiscal: 23, 95137598780283487037972,9513759, 87802834, 87037972
IdNotaFiscal: 23, 95137598780283486545652,9513759, 87802834, 86545652
IdNotaFiscal: 23, 95137598780283484999763,9513759, 87802834, 84999763
IdNotaFiscal: 23, 95137598780283484999531,9513759, 87802834, 84999531
IdNotaFiscal: 23, 95137598780283484981149,9513759, 87802834, 84981149
IdNotaFiscal: 23, 95137598780283484465082,9513759, 87802834, 84465082
IdNotaFiscal: 23, 95137598780283484465002,9513759, 87802834, 84465002
IdNotaFiscal: 23, 95137598780283484435858,9513759, 87802834, 84435858
IdNotaFiscal: 23, 95137598780283484283691,9513759, 87802834, 84283691
IdNotaFiscal: 23, 95137598731769587037972,9513759, 87317695, 87037972
IdNotaFiscal: 23, 95137598731769586545652,9513759, 87317695, 86545652
IdNotaFiscal: 23, 95137598731769584999763,9513759, 87317695, 84999763
IdNotaFiscal: 23, 95137598731769584999531,9513759, 87317695, 84999531
IdNotaFiscal: 23, 95137598731769584981149,9513759, 87317695, 84981149
IdNotaFiscal: 23, 95137598731769584465082,9513759, 87317695, 84465082
IdNotaFiscal: 23, 95137598731769584465002,9513759, 87317695, 84465002
IdNotaFiscal: 23, 95137598731769584435858,9513759, 87317695, 84435858
IdNotaFiscal: 23, 95137598731769584283691,9513759, 87317695, 84283691
IdNotaFiscal: 23, 95137598703797286545652,9513759, 87037972, 86545652
IdNotaFiscal: 23, 95137598703797284999763,9513759, 87037972, 84999763
IdNotaFiscal: 23, 95137598703797284999531,9513759, 87037972, 84999531
IdNotaFiscal: 23, 95137598703797284981149,9513759, 87037972, 84981149
IdNotaFiscal: 23, 95137598703797284465082,9513759, 87037972, 84465082
IdNotaFiscal: 23, 95137598703797284465002,9513759, 87037972, 84465002
IdNotaFiscal: 23, 95137598703797284435858,9513759, 87037972, 84435858
IdNotaFiscal: 23, 95137598703797284283691,9513759, 87037972, 84283691
IdNotaFiscal: 23, 95137598654565284999763,9513759, 86545652, 84999763
IdNotaFiscal: 23, 95137598654565284999531,9513759, 86545652, 84999531
IdNotaFiscal: 23, 95137598654565284981149,9513759, 86545652, 84981149
IdNotaFiscal: 23, 95137598654565284465082,9513759, 86545652, 84465082
IdNotaFiscal: 23, 95137598654565284465002,9513759, 86545652, 84465002
IdNotaFiscal: 23, 95137598654565284435858,9513759, 86545652, 84435858
IdNotaFiscal: 23, 95137598654565284283691,9513759, 86545652, 84283691
IdNotaFiscal: 23, 95137598499976384999531,9513759, 84999763, 84999531
IdNotaFiscal: 23, 95137598499976384981149,9513759, 84999763, 84981149
IdNotaFiscal: 23, 95137598499976384465082,9513759, 84999763, 84465082
IdNotaFiscal: 23, 95137598499976384465002,9513759, 84999763, 84465002
IdNotaFiscal: 23, 95137598499976384435858,9513759, 84999763, 84435858
IdNotaFiscal: 23, 95137598499976384283691,9513759, 84999763, 84283691
IdNotaFiscal: 23, 95137598499953184981149,9513759, 84999531, 84981149
IdNotaFiscal: 23, 95137598499953184465082,9513759, 84999531, 84465082
IdNotaFiscal: 23, 95137598499953184465002,9513759, 84999531, 84465002
IdNotaFiscal: 23, 95137598499953184435858,9513759, 84999531, 84435858
IdNotaFiscal: 23, 95137598499953184283691,9513759, 84999531, 84283691
IdNotaFiscal: 23, 95137598498114984465082,9513759, 84981149, 84465082
IdNotaFiscal: 23, 95137598498114984465002,9513759, 84981149, 84465002
IdNotaFiscal: 23, 95137598498114984435858,9513759, 84981149, 84435858
IdNotaFiscal: 23, 95137598498114984283691,9513759, 84981149, 84283691
IdNotaFiscal: 23, 95137598446508284465002,9513759, 84465082, 84465002
IdNotaFiscal: 23, 95137598446508284435858,9513759, 84465082, 84435858
IdNotaFiscal: 23, 95137598446508284283691,9513759, 84465082, 84283691
IdNotaFiscal: 23, 95137598446500284435858,9513759, 84465002, 84435858
IdNotaFiscal: 23, 95137598446500284283691,9513759, 84465002, 84283691
IdNotaFiscal: 23, 95137598443585884283691,9513759, 84435858, 84283691
IdNotaFiscal: 23, 898501498871140087802834,89850149, 88711400, 87802834
IdNotaFiscal: 23, 898501498871140087317695,89850149, 88711400, 87317695
IdNotaFiscal: 23, 898501498871140087037972,89850149, 88711400, 87037972
IdNotaFiscal: 23, 898501498871140086545652,89850149, 88711400, 86545652
IdNotaFiscal: 23, 898501498871140084999763,89850149, 88711400, 84999763
IdNotaFiscal: 23, 898501498871140084999531,89850149, 88711400, 84999531
IdNotaFiscal: 23, 898501498871140084981149,89850149, 88711400, 84981149
IdNotaFiscal: 23, 898501498871140084465082,89850149, 88711400, 84465082
IdNotaFiscal: 23, 898501498871140084465002,89850149, 88711400, 84465002
IdNotaFiscal: 23, 898501498871140084435858,89850149, 88711400, 84435858
IdNotaFiscal: 23, 898501498871140084283691,89850149, 88711400, 84283691
IdNotaFiscal: 23, 898501498780283487317695,89850149, 87802834, 87317695
IdNotaFiscal: 23, 898501498780283487037972,89850149, 87802834, 87037972
IdNotaFiscal: 23, 898501498780283486545652,89850149, 87802834, 86545652
IdNotaFiscal: 23, 898501498780283484999763,89850149, 87802834, 84999763
IdNotaFiscal: 23, 898501498780283484999531,89850149, 87802834, 84999531
IdNotaFiscal: 23, 898501498780283484981149,89850149, 87802834, 84981149
IdNotaFiscal: 23, 898501498780283484465082,89850149, 87802834, 84465082
IdNotaFiscal: 23, 898501498780283484465002,89850149, 87802834, 84465002
IdNotaFiscal: 23, 898501498780283484435858,89850149, 87802834, 84435858
IdNotaFiscal: 23, 898501498780283484283691,89850149, 87802834, 84283691
IdNotaFiscal: 23, 898501498731769587037972,89850149, 87317695, 87037972
IdNotaFiscal: 23, 898501498731769586545652,89850149, 87317695, 86545652
IdNotaFiscal: 23, 898501498731769584999763,89850149, 87317695, 84999763
IdNotaFiscal: 23, 898501498731769584999531,89850149, 87317695, 84999531
IdNotaFiscal: 23, 898501498731769584981149,89850149, 87317695, 84981149
IdNotaFiscal: 23, 898501498731769584465082,89850149, 87317695, 84465082
IdNotaFiscal: 23, 898501498731769584465002,89850149, 87317695, 84465002
IdNotaFiscal: 23, 898501498731769584435858,89850149, 87317695, 84435858
IdNotaFiscal: 23, 898501498731769584283691,89850149, 87317695, 84283691
IdNotaFiscal: 23, 898501498703797286545652,89850149, 87037972, 86545652
IdNotaFiscal: 23, 898501498703797284999763,89850149, 87037972, 84999763
IdNotaFiscal: 23, 898501498703797284999531,89850149, 87037972, 84999531
IdNotaFiscal: 23, 898501498703797284981149,89850149, 87037972, 84981149
IdNotaFiscal: 23, 898501498703797284465082,89850149, 87037972, 84465082
IdNotaFiscal: 23, 898501498703797284465002,89850149, 87037972, 84465002
IdNotaFiscal: 23, 898501498703797284435858,89850149, 87037972, 84435858
IdNotaFiscal: 23, 898501498703797284283691,89850149, 87037972, 84283691
IdNotaFiscal: 23, 898501498654565284999763,89850149, 86545652, 84999763
IdNotaFiscal: 23, 898501498654565284999531,89850149, 86545652, 84999531
IdNotaFiscal: 23, 898501498654565284981149,89850149, 86545652, 84981149
IdNotaFiscal: 23, 898501498654565284465082,89850149, 86545652, 84465082
IdNotaFiscal: 23, 898501498654565284465002,89850149, 86545652, 84465002
IdNotaFiscal: 23, 898501498654565284435858,89850149, 86545652, 84435858
IdNotaFiscal: 23, 898501498654565284283691,89850149, 86545652, 84283691
IdNotaFiscal: 23, 898501498499976384999531,89850149, 84999763, 84999531
IdNotaFiscal: 23, 898501498499976384981149,89850149, 84999763, 84981149
IdNotaFiscal: 23, 898501498499976384465082,89850149, 84999763, 84465082
IdNotaFiscal: 23, 898501498499976384465002,89850149, 84999763, 84465002
IdNotaFiscal: 23, 898501498499976384435858,89850149, 84999763, 84435858
IdNotaFiscal: 23, 898501498499976384283691,89850149, 84999763, 84283691
IdNotaFiscal: 23, 898501498499953184981149,89850149, 84999531, 84981149
IdNotaFiscal: 23, 898501498499953184465082,89850149, 84999531, 84465082
IdNotaFiscal: 23, 898501498499953184465002,89850149, 84999531, 84465002
IdNotaFiscal: 23, 898501498499953184435858,89850149, 84999531, 84435858
IdNotaFiscal: 23, 898501498499953184283691,89850149, 84999531, 84283691
IdNotaFiscal: 23, 898501498498114984465082,89850149, 84981149, 84465082
IdNotaFiscal: 23, 898501498498114984465002,89850149, 84981149, 84465002
IdNotaFiscal: 23, 898501498498114984435858,89850149, 84981149, 84435858
IdNotaFiscal: 23, 898501498498114984283691,89850149, 84981149, 84283691
IdNotaFiscal: 23, 898501498446508284465002,89850149, 84465082, 84465002
IdNotaFiscal: 23, 898501498446508284435858,89850149, 84465082, 84435858
IdNotaFiscal: 23, 898501498446508284283691,89850149, 84465082, 84283691
IdNotaFiscal: 23, 898501498446500284435858,89850149, 84465002, 84435858
IdNotaFiscal: 23, 898501498446500284283691,89850149, 84465002, 84283691
IdNotaFiscal: 23, 898501498443585884283691,89850149, 84435858, 84283691
IdNotaFiscal: 23, 887114008780283487317695,88711400, 87802834, 87317695
IdNotaFiscal: 23, 887114008780283487037972,88711400, 87802834, 87037972
IdNotaFiscal: 23, 887114008780283486545652,88711400, 87802834, 86545652
IdNotaFiscal: 23, 887114008780283484999763,88711400, 87802834, 84999763
IdNotaFiscal: 23, 887114008780283484999531,88711400, 87802834, 84999531
IdNotaFiscal: 23, 887114008780283484981149,88711400, 87802834, 84981149
IdNotaFiscal: 23, 887114008780283484465082,88711400, 87802834, 84465082
IdNotaFiscal: 23, 887114008780283484465002,88711400, 87802834, 84465002
IdNotaFiscal: 23, 887114008780283484435858,88711400, 87802834, 84435858
IdNotaFiscal: 23, 887114008780283484283691,88711400, 87802834, 84283691
IdNotaFiscal: 23, 887114008731769587037972,88711400, 87317695, 87037972
IdNotaFiscal: 23, 887114008731769586545652,88711400, 87317695, 86545652
IdNotaFiscal: 23, 887114008731769584999763,88711400, 87317695, 84999763
IdNotaFiscal: 23, 887114008731769584999531,88711400, 87317695, 84999531
IdNotaFiscal: 23, 887114008731769584981149,88711400, 87317695, 84981149
IdNotaFiscal: 23, 887114008731769584465082,88711400, 87317695, 84465082
IdNotaFiscal: 23, 887114008731769584465002,88711400, 87317695, 84465002
IdNotaFiscal: 23, 887114008731769584435858,88711400, 87317695, 84435858
IdNotaFiscal: 23, 887114008731769584283691,88711400, 87317695, 84283691
IdNotaFiscal: 23, 887114008703797286545652,88711400, 87037972, 86545652
IdNotaFiscal: 23, 887114008703797284999763,88711400, 87037972, 84999763
IdNotaFiscal: 23, 887114008703797284999531,88711400, 87037972, 84999531
IdNotaFiscal: 23, 887114008703797284981149,88711400, 87037972, 84981149
IdNotaFiscal: 23, 887114008703797284465082,88711400, 87037972, 84465082
IdNotaFiscal: 23, 887114008703797284465002,88711400, 87037972, 84465002
IdNotaFiscal: 23, 887114008703797284435858,88711400, 87037972, 84435858
IdNotaFiscal: 23, 887114008703797284283691,88711400, 87037972, 84283691
IdNotaFiscal: 23, 887114008654565284999763,88711400, 86545652, 84999763
IdNotaFiscal: 23, 887114008654565284999531,88711400, 86545652, 84999531
IdNotaFiscal: 23, 887114008654565284981149,88711400, 86545652, 84981149
IdNotaFiscal: 23, 887114008654565284465082,88711400, 86545652, 84465082
IdNotaFiscal: 23, 887114008654565284465002,88711400, 86545652, 84465002
IdNotaFiscal: 23, 887114008654565284435858,88711400, 86545652, 84435858
IdNotaFiscal: 23, 887114008654565284283691,88711400, 86545652, 84283691
IdNotaFiscal: 23, 887114008499976384999531,88711400, 84999763, 84999531
IdNotaFiscal: 23, 887114008499976384981149,88711400, 84999763, 84981149
IdNotaFiscal: 23, 887114008499976384465082,88711400, 84999763, 84465082
IdNotaFiscal: 23, 887114008499976384465002,88711400, 84999763, 84465002
IdNotaFiscal: 23, 887114008499976384435858,88711400, 84999763, 84435858
IdNotaFiscal: 23, 887114008499976384283691,88711400, 84999763, 84283691
IdNotaFiscal: 23, 887114008499953184981149,88711400, 84999531, 84981149
IdNotaFiscal: 23, 887114008499953184465082,88711400, 84999531, 84465082
IdNotaFiscal: 23, 887114008499953184465002,88711400, 84999531, 84465002
IdNotaFiscal: 23, 887114008499953184435858,88711400, 84999531, 84435858
IdNotaFiscal: 23, 887114008499953184283691,88711400, 84999531, 84283691
IdNotaFiscal: 23, 887114008498114984465082,88711400, 84981149, 84465082
IdNotaFiscal: 23, 887114008498114984465002,88711400, 84981149, 84465002
IdNotaFiscal: 23, 887114008498114984435858,88711400, 84981149, 84435858
IdNotaFiscal: 23, 887114008498114984283691,88711400, 84981149, 84283691
IdNotaFiscal: 23, 887114008446508284465002,88711400, 84465082, 84465002
IdNotaFiscal: 23, 887114008446508284435858,88711400, 84465082, 84435858
IdNotaFiscal: 23, 887114008446508284283691,88711400, 84465082, 84283691
IdNotaFiscal: 23, 887114008446500284435858,88711400, 84465002, 84435858
IdNotaFiscal: 23, 887114008446500284283691,88711400, 84465002, 84283691
IdNotaFiscal: 23, 887114008443585884283691,88711400, 84435858, 84283691
IdNotaFiscal: 23, 878028348731769587037972,87802834, 87317695, 87037972
IdNotaFiscal: 23, 878028348731769586545652,87802834, 87317695, 86545652
IdNotaFiscal: 23, 878028348731769584999763,87802834, 87317695, 84999763
IdNotaFiscal: 23, 878028348731769584999531,87802834, 87317695, 84999531
IdNotaFiscal: 23, 878028348731769584981149,87802834, 87317695, 84981149
IdNotaFiscal: 23, 878028348731769584465082,87802834, 87317695, 84465082
IdNotaFiscal: 23, 878028348731769584465002,87802834, 87317695, 84465002
IdNotaFiscal: 23, 878028348731769584435858,87802834, 87317695, 84435858
IdNotaFiscal: 23, 878028348731769584283691,87802834, 87317695, 84283691
IdNotaFiscal: 23, 878028348703797286545652,87802834, 87037972, 86545652
IdNotaFiscal: 23, 878028348703797284999763,87802834, 87037972, 84999763
IdNotaFiscal: 23, 878028348703797284999531,87802834, 87037972, 84999531
IdNotaFiscal: 23, 878028348703797284981149,87802834, 87037972, 84981149
IdNotaFiscal: 23, 878028348703797284465082,87802834, 87037972, 84465082
IdNotaFiscal: 23, 878028348703797284465002,87802834, 87037972, 84465002
IdNotaFiscal: 23, 878028348703797284435858,87802834, 87037972, 84435858
IdNotaFiscal: 23, 878028348703797284283691,87802834, 87037972, 84283691
IdNotaFiscal: 23, 878028348654565284999763,87802834, 86545652, 84999763
IdNotaFiscal: 23, 878028348654565284999531,87802834, 86545652, 84999531
IdNotaFiscal: 23, 878028348654565284981149,87802834, 86545652, 84981149
IdNotaFiscal: 23, 878028348654565284465082,87802834, 86545652, 84465082
IdNotaFiscal: 23, 878028348654565284465002,87802834, 86545652, 84465002
IdNotaFiscal: 23, 878028348654565284435858,87802834, 86545652, 84435858
IdNotaFiscal: 23, 878028348654565284283691,87802834, 86545652, 84283691
IdNotaFiscal: 23, 878028348499976384999531,87802834, 84999763, 84999531
IdNotaFiscal: 23, 878028348499976384981149,87802834, 84999763, 84981149
IdNotaFiscal: 23, 878028348499976384465082,87802834, 84999763, 84465082
IdNotaFiscal: 23, 878028348499976384465002,87802834, 84999763, 84465002
IdNotaFiscal: 23, 878028348499976384435858,87802834, 84999763, 84435858
IdNotaFiscal: 23, 878028348499976384283691,87802834, 84999763, 84283691
IdNotaFiscal: 23, 878028348499953184981149,87802834, 84999531, 84981149
IdNotaFiscal: 23, 878028348499953184465082,87802834, 84999531, 84465082
IdNotaFiscal: 23, 878028348499953184465002,87802834, 84999531, 84465002
IdNotaFiscal: 23, 878028348499953184435858,87802834, 84999531, 84435858
IdNotaFiscal: 23, 878028348499953184283691,87802834, 84999531, 84283691
IdNotaFiscal: 23, 878028348498114984465082,87802834, 84981149, 84465082
IdNotaFiscal: 23, 878028348498114984465002,87802834, 84981149, 84465002
IdNotaFiscal: 23, 878028348498114984435858,87802834, 84981149, 84435858
IdNotaFiscal: 23, 878028348498114984283691,87802834, 84981149, 84283691
IdNotaFiscal: 23, 878028348446508284465002,87802834, 84465082, 84465002
IdNotaFiscal: 23, 878028348446508284435858,87802834, 84465082, 84435858
IdNotaFiscal: 23, 878028348446508284283691,87802834, 84465082, 84283691
IdNotaFiscal: 23, 878028348446500284435858,87802834, 84465002, 84435858
IdNotaFiscal: 23, 878028348446500284283691,87802834, 84465002, 84283691
IdNotaFiscal: 23, 878028348443585884283691,87802834, 84435858, 84283691
IdNotaFiscal: 23, 873176958703797286545652,87317695, 87037972, 86545652
IdNotaFiscal: 23, 873176958703797284999763,87317695, 87037972, 84999763
IdNotaFiscal: 23, 873176958703797284999531,87317695, 87037972, 84999531
IdNotaFiscal: 23, 873176958703797284981149,87317695, 87037972, 84981149
IdNotaFiscal: 23, 873176958703797284465082,87317695, 87037972, 84465082
IdNotaFiscal: 23, 873176958703797284465002,87317695, 87037972, 84465002
IdNotaFiscal: 23, 873176958703797284435858,87317695, 87037972, 84435858
IdNotaFiscal: 23, 873176958703797284283691,87317695, 87037972, 84283691
IdNotaFiscal: 23, 873176958654565284999763,87317695, 86545652, 84999763
IdNotaFiscal: 23, 873176958654565284999531,87317695, 86545652, 84999531
IdNotaFiscal: 23, 873176958654565284981149,87317695, 86545652, 84981149
IdNotaFiscal: 23, 873176958654565284465082,87317695, 86545652, 84465082
IdNotaFiscal: 23, 873176958654565284465002,87317695, 86545652, 84465002
IdNotaFiscal: 23, 873176958654565284435858,87317695, 86545652, 84435858
IdNotaFiscal: 23, 873176958654565284283691,87317695, 86545652, 84283691
IdNotaFiscal: 23, 873176958499976384999531,87317695, 84999763, 84999531
IdNotaFiscal: 23, 873176958499976384981149,87317695, 84999763, 84981149
IdNotaFiscal: 23, 873176958499976384465082,87317695, 84999763, 84465082
IdNotaFiscal: 23, 873176958499976384465002,87317695, 84999763, 84465002
IdNotaFiscal: 23, 873176958499976384435858,87317695, 84999763, 84435858
IdNotaFiscal: 23, 873176958499976384283691,87317695, 84999763, 84283691
IdNotaFiscal: 23, 873176958499953184981149,87317695, 84999531, 84981149
IdNotaFiscal: 23, 873176958499953184465082,87317695, 84999531, 84465082
IdNotaFiscal: 23, 873176958499953184465002,87317695, 84999531, 84465002
IdNotaFiscal: 23, 873176958499953184435858,87317695, 84999531, 84435858
IdNotaFiscal: 23, 873176958499953184283691,87317695, 84999531, 84283691
IdNotaFiscal: 23, 873176958498114984465082,87317695, 84981149, 84465082
IdNotaFiscal: 23, 873176958498114984465002,87317695, 84981149, 84465002
IdNotaFiscal: 23, 873176958498114984435858,87317695, 84981149, 84435858
IdNotaFiscal: 23, 873176958498114984283691,87317695, 84981149, 84283691
IdNotaFiscal: 23, 873176958446508284465002,87317695, 84465082, 84465002
IdNotaFiscal: 23, 873176958446508284435858,87317695, 84465082, 84435858
IdNotaFiscal: 23, 873176958446508284283691,87317695, 84465082, 84283691
IdNotaFiscal: 23, 873176958446500284435858,87317695, 84465002, 84435858
IdNotaFiscal: 23, 873176958446500284283691,87317695, 84465002, 84283691
IdNotaFiscal: 23, 873176958443585884283691,87317695, 84435858, 84283691
IdNotaFiscal: 23, 870379728654565284999763,87037972, 86545652, 84999763
IdNotaFiscal: 23, 870379728654565284999531,87037972, 86545652, 84999531
IdNotaFiscal: 23, 870379728654565284981149,87037972, 86545652, 84981149
IdNotaFiscal: 23, 870379728654565284465082,87037972, 86545652, 84465082
IdNotaFiscal: 23, 870379728654565284465002,87037972, 86545652, 84465002
IdNotaFiscal: 23, 870379728654565284435858,87037972, 86545652, 84435858
IdNotaFiscal: 23, 870379728654565284283691,87037972, 86545652, 84283691
IdNotaFiscal: 23, 870379728499976384999531,87037972, 84999763, 84999531
IdNotaFiscal: 23, 870379728499976384981149,87037972, 84999763, 84981149
IdNotaFiscal: 23, 870379728499976384465082,87037972, 84999763, 84465082
IdNotaFiscal: 23, 870379728499976384465002,87037972, 84999763, 84465002
IdNotaFiscal: 23, 870379728499976384435858,87037972, 84999763, 84435858
IdNotaFiscal: 23, 870379728499976384283691,87037972, 84999763, 84283691
IdNotaFiscal: 23, 870379728499953184981149,87037972, 84999531, 84981149
IdNotaFiscal: 23, 870379728499953184465082,87037972, 84999531, 84465082
IdNotaFiscal: 23, 870379728499953184465002,87037972, 84999531, 84465002
IdNotaFiscal: 23, 870379728499953184435858,87037972, 84999531, 84435858
IdNotaFiscal: 23, 870379728499953184283691,87037972, 84999531, 84283691
IdNotaFiscal: 23, 870379728498114984465082,87037972, 84981149, 84465082
IdNotaFiscal: 23, 870379728498114984465002,87037972, 84981149, 84465002
IdNotaFiscal: 23, 870379728498114984435858,87037972, 84981149, 84435858
IdNotaFiscal: 23, 870379728498114984283691,87037972, 84981149, 84283691
IdNotaFiscal: 23, 870379728446508284465002,87037972, 84465082, 84465002
IdNotaFiscal: 23, 870379728446508284435858,87037972, 84465082, 84435858
IdNotaFiscal: 23, 870379728446508284283691,87037972, 84465082, 84283691
IdNotaFiscal: 23, 870379728446500284435858,87037972, 84465002, 84435858
IdNotaFiscal: 23, 870379728446500284283691,87037972, 84465002, 84283691
IdNotaFiscal: 23, 870379728443585884283691,87037972, 84435858, 84283691
IdNotaFiscal: 23, 865456528499976384999531,86545652, 84999763, 84999531
IdNotaFiscal: 23, 865456528499976384981149,86545652, 84999763, 84981149
IdNotaFiscal: 23, 865456528499976384465082,86545652, 84999763, 84465082
IdNotaFiscal: 23, 865456528499976384465002,86545652, 84999763, 84465002
IdNotaFiscal: 23, 865456528499976384435858,86545652, 84999763, 84435858
IdNotaFiscal: 23, 865456528499976384283691,86545652, 84999763, 84283691
IdNotaFiscal: 23, 865456528499953184981149,86545652, 84999531, 84981149
IdNotaFiscal: 23, 865456528499953184465082,86545652, 84999531, 84465082
IdNotaFiscal: 23, 865456528499953184465002,86545652, 84999531, 84465002
IdNotaFiscal: 23, 865456528499953184435858,86545652, 84999531, 84435858
IdNotaFiscal: 23, 865456528499953184283691,86545652, 84999531, 84283691
IdNotaFiscal: 23, 865456528498114984465082,86545652, 84981149, 84465082
IdNotaFiscal: 23, 865456528498114984465002,86545652, 84981149, 84465002
IdNotaFiscal: 23, 865456528498114984435858,86545652, 84981149, 84435858
IdNotaFiscal: 23, 865456528498114984283691,86545652, 84981149, 84283691
IdNotaFiscal: 23, 865456528446508284465002,86545652, 84465082, 84465002
IdNotaFiscal: 23, 865456528446508284435858,86545652, 84465082, 84435858
IdNotaFiscal: 23, 865456528446508284283691,86545652, 84465082, 84283691
IdNotaFiscal: 23, 865456528446500284435858,86545652, 84465002, 84435858
IdNotaFiscal: 23, 865456528446500284283691,86545652, 84465002, 84283691
IdNotaFiscal: 23, 865456528443585884283691,86545652, 84435858, 84283691
IdNotaFiscal: 23, 849997638499953184981149,84999763, 84999531, 84981149
IdNotaFiscal: 23, 849997638499953184465082,84999763, 84999531, 84465082
IdNotaFiscal: 23, 849997638499953184465002,84999763, 84999531, 84465002
IdNotaFiscal: 23, 849997638499953184435858,84999763, 84999531, 84435858
IdNotaFiscal: 23, 849997638499953184283691,84999763, 84999531, 84283691
IdNotaFiscal: 23, 849997638498114984465082,84999763, 84981149, 84465082
IdNotaFiscal: 23, 849997638498114984465002,84999763, 84981149, 84465002
IdNotaFiscal: 23, 849997638498114984435858,84999763, 84981149, 84435858
IdNotaFiscal: 23, 849997638498114984283691,84999763, 84981149, 84283691
IdNotaFiscal: 23, 849997638446508284465002,84999763, 84465082, 84465002
IdNotaFiscal: 23, 849997638446508284435858,84999763, 84465082, 84435858
IdNotaFiscal: 23, 849997638446508284283691,84999763, 84465082, 84283691
IdNotaFiscal: 23, 849997638446500284435858,84999763, 84465002, 84435858
IdNotaFiscal: 23, 849997638446500284283691,84999763, 84465002, 84283691
IdNotaFiscal: 23, 849997638443585884283691,84999763, 84435858, 84283691
IdNotaFiscal: 23, 849995318498114984465082,84999531, 84981149, 84465082
IdNotaFiscal: 23, 849995318498114984465002,84999531, 84981149, 84465002
IdNotaFiscal: 23, 849995318498114984435858,84999531, 84981149, 84435858
IdNotaFiscal: 23, 849995318498114984283691,84999531, 84981149, 84283691
IdNotaFiscal: 23, 849995318446508284465002,84999531, 84465082, 84465002
IdNotaFiscal: 23, 849995318446508284435858,84999531, 84465082, 84435858
IdNotaFiscal: 23, 849995318446508284283691,84999531, 84465082, 84283691
IdNotaFiscal: 23, 849995318446500284435858,84999531, 84465002, 84435858
IdNotaFiscal: 23, 849995318446500284283691,84999531, 84465002, 84283691
IdNotaFiscal: 23, 849995318443585884283691,84999531, 84435858, 84283691
IdNotaFiscal: 23, 849811498446508284465002,84981149, 84465082, 84465002
IdNotaFiscal: 23, 849811498446508284435858,84981149, 84465082, 84435858
IdNotaFiscal: 23, 849811498446508284283691,84981149, 84465082, 84283691
IdNotaFiscal: 23, 849811498446500284435858,84981149, 84465002, 84435858
IdNotaFiscal: 23, 849811498446500284283691,84981149, 84465002, 84283691
IdNotaFiscal: 23, 849811498443585884283691,84981149, 84435858, 84283691
IdNotaFiscal: 23, 844650828446500284435858,84465082, 84465002, 84435858
IdNotaFiscal: 23, 844650828446500284283691,84465082, 84465002, 84283691
IdNotaFiscal: 23, 844650828443585884283691,84465082, 84435858, 84283691
IdNotaFiscal: 23, 844650028443585884283691,84465002, 84435858, 84283691
IdNotaFiscal: 24, 842397568422848884211075,84239756, 84228488, 84211075
IdNotaFiscal: 24, 842397568422848884026027,84239756, 84228488, 84026027
IdNotaFiscal: 24, 842397568422848884000257,84239756, 84228488, 84000257
IdNotaFiscal: 24, 842397568422848884000052,84239756, 84228488, 84000052
IdNotaFiscal: 24, 842397568422848883417169,84239756, 84228488, 83417169
IdNotaFiscal: 24, 8423975684228488934546,84239756, 84228488, 934546
IdNotaFiscal: 24, 8423975684228488924524,84239756, 84228488, 924524
IdNotaFiscal: 24, 8423975684228488825270,84239756, 84228488, 825270
IdNotaFiscal: 24, 8423975684228488503010545,84239756, 84228488, 503010545
IdNotaFiscal: 24, 8423975684228488501019734,84239756, 84228488, 501019734
IdNotaFiscal: 24, 842397568422848884517643,84239756, 84228488, 84517643
IdNotaFiscal: 24, 842397568422848884542815,84239756, 84228488, 84542815
IdNotaFiscal: 24, 842397568422848884486082,84239756, 84228488, 84486082
IdNotaFiscal: 24, 8423975684228488100016/1            ,84239756, 84228488, 100016/1            
IdNotaFiscal: 24, 842397568422848884465103,84239756, 84228488, 84465103
IdNotaFiscal: 24, 84239756842284881030102,84239756, 84228488, 1030102
IdNotaFiscal: 24, 842397568421107584026027,84239756, 84211075, 84026027
IdNotaFiscal: 24, 842397568421107584000257,84239756, 84211075, 84000257
